"NA06985","NA06994","NA07037","NA10847","NA11920","NA11918","NA11931","NA12003","NA12006","NA12287"
"ENSG00000106603",175,122,103,128,346,144,378,166,278,274
"ENSG00000106605",320,112,101,118,91,118,380,194,371,493
"ENSG00000106608",206,158,181,229,267,55,330,210,643,313
"ENSG00000106609",414,308,390,304,590,185,709,581,814,505
"ENSG00000106610",7,1,0,1,5,2,2,6,0,1
"ENSG00000106615",8,6,2,12,10,8,10,7,44,15
"ENSG00000106617",35,24,20,55,89,19,60,16,42,42
"ENSG00000106624",35,6,77,18,2,0,30,27,136,2
"ENSG00000106628",358,383,570,450,899,243,896,514,1558,947
"ENSG00000106635",364,248,342,265,1063,103,427,433,1021,379
"ENSG00000106636",655,484,639,570,751,177,916,472,940,771
"ENSG00000106638",191,163,300,169,339,90,368,276,490,402
"ENSG00000106648",0,0,0,0,0,0,0,1,0,0
"ENSG00000106665",1455,1006,1564,1375,1453,289,874,2063,3250,987
"ENSG00000106682",108,66,119,119,57,69,152,106,68,140
"ENSG00000106683",718,618,808,731,1185,230,1056,1163,2405,692
"ENSG00000106686",2,0,0,1,1,1,2,0,0,0
"ENSG00000106688",97,111,128,108,147,125,387,162,107,225
"ENSG00000106689",41,12,71,11,9,1,17,4,0,62
"ENSG00000106692",29,25,10,28,84,65,218,89,116,76
"ENSG00000106701",92,54,48,58,51,144,230,79,204,220
"ENSG00000106714",0,0,0,1,0,0,0,0,0,0
"ENSG00000106723",75,31,87,34,95,78,210,119,103,117
"ENSG00000106733",14,13,40,30,39,18,61,24,54,17
"ENSG00000106771",210,162,263,176,462,339,740,403,526,437
"ENSG00000106772",0,14,4,0,14,0,1,0,0,1
"ENSG00000106780",39,23,33,61,114,66,139,39,66,57
"ENSG00000106785",195,222,244,239,701,153,761,534,976,330
"ENSG00000106789",2,8,33,2,14,2,6,7,51,16
"ENSG00000106799",75,53,75,76,92,71,233,112,100,99
"ENSG00000106803",305,213,289,205,301,312,525,210,340,341
"ENSG00000106804",0,7,8,1,10,11,21,9,29,10
"ENSG00000106809",0,0,0,0,0,0,0,0,0,1
"ENSG00000106823",0,0,0,0,1,1,2,0,0,0
"ENSG00000106829",128,49,86,48,121,39,37,67,333,70
"ENSG00000106852",0,0,0,0,0,0,0,0,0,1
"ENSG00000106853",4,19,12,7,57,6,11,18,7,21
"ENSG00000106868",41,42,28,44,63,27,94,57,76,32
"ENSG00000106927",1,0,0,1,0,0,0,0,0,5
"ENSG00000106948",1097,983,825,1660,2069,368,1330,2484,3843,398
"ENSG00000106952",16,1,0,0,0,0,6,0,0,2
"ENSG00000106976",7,1,1,3,5,0,0,0,0,1
"ENSG00000106991",140,58,147,141,191,0,261,213,133,24
"ENSG00000106992",4,5,9,8,20,2,10,12,0,9
"ENSG00000106993",39,42,37,34,38,25,94,46,32,56
"ENSG00000107014",2,1,0,0,1,1,8,2,0,3
"ENSG00000107018",0,0,5,1,1,0,1,0,0,0
"ENSG00000107020",71,46,52,30,29,47,169,42,45,111
"ENSG00000107021",237,164,262,197,243,80,332,229,500,326
"ENSG00000107036",295,194,207,249,396,212,535,378,620,370
"ENSG00000107077",126,111,108,112,204,78,332,193,202,205
"ENSG00000107099",452,396,282,604,1465,535,1429,890,1683,630
"ENSG00000107104",3,0,12,4,15,4,16,3,0,13
"ENSG00000107130",7,2,7,1,2,2,5,0,42,12
"ENSG00000107140",95,112,126,95,152,31,139,230,378,91
"ENSG00000107147",0,0,2,0,0,0,0,2,0,0
"ENSG00000107159",1,2,0,0,0,0,0,0,0,2
"ENSG00000107164",246,171,249,260,268,134,340,277,520,252
"ENSG00000107175",154,137,194,174,232,60,308,276,240,297
"ENSG00000107185",155,127,179,185,416,125,364,316,282,170
"ENSG00000107186",0,0,0,0,0,1,0,0,0,0
"ENSG00000107187",1,0,0,0,0,0,0,0,0,0
"ENSG00000107201",42,40,35,40,90,48,113,38,165,104
"ENSG00000107223",1396,1008,1450,1082,1646,353,1983,1411,2224,1952
"ENSG00000107242",51,26,14,46,98,30,193,100,116,66
"ENSG00000107249",0,4,56,13,6,14,12,3,135,37
"ENSG00000107262",424,438,595,564,492,79,650,502,469,741
"ENSG00000107263",1812,1256,1158,1712,1622,589,1410,2194,3949,1023
"ENSG00000107281",29,9,10,11,32,2,4,50,56,13
"ENSG00000107282",0,0,0,0,0,1,0,0,0,0
"ENSG00000107290",397,356,309,429,900,457,1380,772,1273,434
"ENSG00000107331",11,9,46,31,47,4,47,27,57,9
"ENSG00000107338",31,48,55,69,13,11,35,75,221,37
"ENSG00000107341",592,604,868,519,975,627,1237,1236,1565,646
"ENSG00000107362",44,38,73,54,31,52,136,41,21,117
"ENSG00000107371",103,85,193,127,62,38,145,66,93,260
"ENSG00000107372",253,245,315,259,298,163,366,521,545,360
"ENSG00000107404",181,190,209,211,119,25,134,270,294,206
"ENSG00000107438",694,932,921,1239,3407,377,3066,2070,1839,822
"ENSG00000107443",2,3,9,7,12,6,20,7,10,14
"ENSG00000107447",0,1,0,0,0,0,0,0,0,0
"ENSG00000107485",178,61,137,83,169,0,300,50,359,19
"ENSG00000107518",5,6,1,4,13,0,0,2,0,4
"ENSG00000107521",402,290,244,411,761,129,722,553,943,534
"ENSG00000107537",29,27,17,24,34,11,74,19,104,27
"ENSG00000107551",196,161,102,63,69,38,85,171,470,510
"ENSG00000107554",317,275,90,196,801,72,741,975,675,71
"ENSG00000107560",17,5,10,9,15,21,30,28,87,18
"ENSG00000107562",27,18,1,0,13,2,2,1,12,34
"ENSG00000107566",62,60,30,53,94,75,219,75,373,117
"ENSG00000107581",2252,1938,2082,2390,3871,1617,4502,3593,6572,2372
"ENSG00000107593",0,0,0,2,0,0,1,0,0,0
"ENSG00000107611",0,2,0,0,0,0,0,4,0,0
"ENSG00000107614",10,9,4,14,8,20,35,8,0,29
"ENSG00000107618",0,0,0,0,1,0,0,0,0,0
"ENSG00000107625",46,45,36,41,60,44,104,26,27,72
"ENSG00000107643",79,52,28,31,115,44,138,93,147,110
"ENSG00000107651",263,180,154,215,592,219,753,311,740,387
"ENSG00000107669",77,56,72,67,112,95,262,90,212,163
"ENSG00000107672",100,103,113,87,67,33,168,86,86,188
"ENSG00000107679",9,1,0,2,0,2,7,13,0,4
"ENSG00000107719",236,216,201,245,188,28,625,228,216,27
"ENSG00000107731",0,1,5,0,2,0,1,1,0,0
"ENSG00000107736",5,12,6,13,18,0,22,16,0,1
"ENSG00000107738",221,157,569,239,255,39,194,373,532,139
"ENSG00000107742",193,65,20,21,40,6,102,18,117,33
"ENSG00000107745",109,79,112,110,236,99,307,200,419,244
"ENSG00000107758",223,183,122,177,458,174,449,308,784,277
"ENSG00000107771",78,59,49,51,147,62,140,77,178,65
"ENSG00000107779",4,0,0,9,17,2,5,3,0,2
"ENSG00000107789",74,47,79,56,67,40,179,87,121,140
"ENSG00000107796",75,89,101,31,205,40,197,77,279,111
"ENSG00000107798",184,174,170,144,318,221,742,299,182,431
"ENSG00000107807",0,0,0,0,0,0,0,2,0,0
"ENSG00000107815",235,145,192,198,223,98,357,169,599,245
"ENSG00000107816",179,56,247,131,168,14,179,293,258,138
"ENSG00000107819",1,2,41,24,24,10,11,40,0,27
"ENSG00000107821",1,6,6,7,14,0,5,14,39,7
"ENSG00000107829",238,227,257,260,136,87,232,197,295,196
"ENSG00000107831",2,0,1,1,1,0,1,0,0,1
"ENSG00000107833",168,190,239,176,169,103,542,97,284,535
"ENSG00000107854",106,64,176,92,145,81,244,172,108,140
"ENSG00000107859",0,0,0,1,0,0,0,0,0,0
"ENSG00000107862",540,490,420,571,1148,285,1158,1087,1970,443
"ENSG00000107863",2,0,4,7,2,20,4,3,2,5
"ENSG00000107864",16,3,4,15,21,13,8,41,42,10
"ENSG00000107872",87,76,153,75,53,7,97,63,142,176
"ENSG00000107874",436,303,498,351,374,160,728,447,772,702
"ENSG00000107882",54,59,99,59,158,51,141,114,176,88
"ENSG00000107890",24,52,19,33,79,45,159,83,280,72
"ENSG00000107897",56,57,67,65,77,72,150,69,180,150
"ENSG00000107902",17,19,84,71,91,16,76,54,187,42
"ENSG00000107929",543,380,410,532,980,308,899,583,1793,735
"ENSG00000107937",401,261,353,361,288,322,865,312,938,781
"ENSG00000107938",68,50,86,92,143,72,294,68,286,174
"ENSG00000107949",145,156,138,162,330,174,607,144,506,308
"ENSG00000107951",71,60,60,71,70,83,167,92,128,91
"ENSG00000107954",5,1,2,10,1,2,10,5,26,2
"ENSG00000107957",118,155,199,233,332,143,324,574,927,213
"ENSG00000107959",176,252,192,286,498,162,596,376,770,465
"ENSG00000107960",70,62,61,56,131,34,159,93,65,129
"ENSG00000107968",198,144,113,78,75,41,215,219,249,204
"ENSG00000108001",0,0,0,0,0,0,0,2,0,1
"ENSG00000108010",67,60,84,71,168,61,156,58,167,165
"ENSG00000108018",2,0,0,0,0,0,0,0,0,2
"ENSG00000108021",226,152,110,202,199,130,428,327,622,162
"ENSG00000108039",203,160,225,228,266,134,598,284,517,253
"ENSG00000108055",173,198,165,199,374,274,639,337,471,267
"ENSG00000108061",164,179,167,149,481,432,738,327,487,366
"ENSG00000108064",154,118,167,173,166,231,559,150,142,353
"ENSG00000108091",230,236,214,203,546,166,914,489,729,194
"ENSG00000108094",102,95,84,90,157,110,405,130,278,194
"ENSG00000108100",334,283,402,293,316,187,716,270,477,385
"ENSG00000108106",96,50,182,115,207,31,56,82,108,159
"ENSG00000108107",3028,1827,2392,2255,2212,556,3432,3144,3555,2495
"ENSG00000108175",435,400,638,952,1956,378,925,681,2663,305
"ENSG00000108176",0,4,0,0,0,1,26,0,0,6
"ENSG00000108179",781,382,878,706,925,320,1337,529,1805,1257
"ENSG00000108187",7,7,10,6,7,4,21,5,0,11
"ENSG00000108219",214,135,252,189,344,73,241,273,297,276
"ENSG00000108239",30,26,21,29,32,19,75,56,36,47
"ENSG00000108256",210,135,162,222,593,287,692,362,480,265
"ENSG00000108262",381,280,256,398,533,105,359,489,1000,340
"ENSG00000108264",40,46,14,43,64,36,77,81,210,20
"ENSG00000108270",600,512,709,543,906,267,1068,781,2363,905
"ENSG00000108272",72,46,67,52,104,17,87,52,120,76
"ENSG00000108278",92,46,73,84,69,34,211,67,94,206
"ENSG00000108292",950,769,733,1095,1176,423,856,1796,2483,438
"ENSG00000108294",165,144,203,156,304,70,532,150,448,403
"ENSG00000108296",103,79,92,133,154,69,215,112,236,155
"ENSG00000108298",167,139,121,119,82,251,419,159,173,227
"ENSG00000108306",24,16,25,10,49,18,38,45,135,28
"ENSG00000108309",1,1,0,0,2,0,2,0,0,4
"ENSG00000108312",1053,740,812,1075,1417,412,1296,1081,2920,851
"ENSG00000108342",6,0,0,0,0,0,4,5,32,0
"ENSG00000108344",1311,990,1311,1268,1860,383,2166,1287,3732,2332
"ENSG00000108349",430,373,446,411,1001,230,832,854,1700,579
"ENSG00000108352",13,17,16,7,9,1,28,35,15,9
"ENSG00000108370",10,36,16,13,30,4,35,27,25,8
"ENSG00000108375",1,7,3,12,20,4,3,9,0,9
"ENSG00000108379",4,0,0,0,1,0,1,0,5,0
"ENSG00000108381",0,1,0,0,3,0,12,0,0,5
"ENSG00000108384",60,46,96,69,127,62,300,36,303,142
"ENSG00000108387",2,0,0,1,1,0,0,2,0,0
"ENSG00000108389",805,601,363,470,639,316,1696,824,1965,913
"ENSG00000108395",58,55,68,73,113,59,217,84,209,124
"ENSG00000108405",43,19,70,47,32,1,51,63,0,7
"ENSG00000108406",36,35,98,36,49,58,159,72,88,87
"ENSG00000108423",14,6,7,11,12,20,59,21,9,22
"ENSG00000108424",1711,1521,994,1576,1875,1149,3876,1732,4896,1774
"ENSG00000108433",230,200,200,211,552,136,577,395,726,354
"ENSG00000108439",177,233,176,99,420,115,661,174,1133,506
"ENSG00000108443",34,27,50,52,80,34,85,58,57,54
"ENSG00000108448",0,0,0,0,0,0,0,0,3,1
"ENSG00000108465",33,24,35,32,27,28,94,44,28,55
"ENSG00000108468",48,48,125,55,137,55,127,79,100,92
"ENSG00000108469",104,114,138,141,196,44,155,262,142,196
"ENSG00000108474",17,20,32,20,20,9,31,35,0,23
"ENSG00000108479",95,90,300,158,147,21,143,146,123,329
"ENSG00000108504",149,75,115,78,137,26,134,166,113,94
"ENSG00000108506",53,49,25,55,105,113,218,112,79,130
"ENSG00000108509",218,185,138,224,406,93,260,567,894,102
"ENSG00000108510",206,148,166,166,380,307,687,443,419,164
"ENSG00000108511",0,0,11,1,1,1,0,0,13,5
"ENSG00000108515",24,18,17,29,22,5,21,20,0,21
"ENSG00000108518",7013,4675,5749,4443,10082,2730,10048,4948,9967,7755
"ENSG00000108523",327,342,671,366,1862,289,857,882,2185,903
"ENSG00000108528",301,301,505,295,400,107,786,327,607,873
"ENSG00000108551",2,0,0,2,2,0,0,2,0,1
"ENSG00000108556",1,0,3,3,2,0,7,26,0,1
"ENSG00000108557",481,356,343,712,288,94,378,474,1681,140
"ENSG00000108559",180,191,225,219,404,219,659,178,633,546
"ENSG00000108561",798,803,941,606,953,347,1816,756,1443,2068
"ENSG00000108576",34,29,19,24,40,14,83,25,61,15
"ENSG00000108578",332,273,255,205,590,209,861,302,652,649
"ENSG00000108582",77,71,111,81,189,78,243,150,138,136
"ENSG00000108587",140,97,95,91,186,118,353,223,524,169
"ENSG00000108588",358,283,325,319,373,408,1096,403,400,507
"ENSG00000108590",6,4,4,5,1,7,25,5,0,24
"ENSG00000108591",222,216,187,195,320,51,366,182,636,329
"ENSG00000108592",360,409,375,379,595,203,955,316,1670,498
"ENSG00000108599",49,39,35,40,53,38,115,87,186,85
"ENSG00000108602",1,1,0,3,0,0,5,4,0,0
"ENSG00000108604",613,580,832,629,916,193,988,823,1503,1176
"ENSG00000108622",71,46,90,57,43,26,117,54,101,104
"ENSG00000108639",918,663,1110,693,2027,326,1511,1766,3109,1920
"ENSG00000108641",25,36,15,25,17,9,39,22,12,30
"ENSG00000108651",118,89,121,99,154,65,291,99,261,297
"ENSG00000108654",1705,841,859,1098,2629,884,3334,1354,3143,1600
"ENSG00000108666",30,24,42,18,31,34,79,29,116,53
"ENSG00000108669",1518,1060,1131,1382,884,287,1297,1552,2009,1827
"ENSG00000108671",450,327,343,390,903,360,1321,460,1503,736
"ENSG00000108679",8,3,104,368,10,218,12,34,112,58
"ENSG00000108684",0,0,0,0,0,0,0,0,17,0
"ENSG00000108691",0,0,0,0,2,0,0,0,0,2
"ENSG00000108702",0,0,1,1,27,0,2,0,1,0
"ENSG00000108733",36,16,5,19,24,20,55,50,0,25
"ENSG00000108753",4,25,547,241,41,266,87,88,1554,292
"ENSG00000108771",91,125,175,145,134,28,98,179,292,168
"ENSG00000108773",123,96,138,114,398,47,187,117,620,287
"ENSG00000108774",469,284,599,504,1090,174,658,461,770,494
"ENSG00000108784",223,165,218,178,116,42,231,272,316,266
"ENSG00000108785",0,0,0,1,0,0,0,4,0,0
"ENSG00000108786",40,25,49,32,77,4,60,60,162,45
"ENSG00000108788",172,106,202,148,346,65,351,226,397,382
"ENSG00000108797",97,214,213,169,523,75,568,541,992,276
"ENSG00000108798",613,396,693,512,1574,204,809,636,1565,715
"ENSG00000108799",89,50,68,46,121,38,124,110,340,78
"ENSG00000108813",3,2,6,2,6,1,0,4,0,4
"ENSG00000108819",2763,1598,1520,1736,1350,365,1374,2810,3619,1094
"ENSG00000108821",57,14,13,13,9,1,12,29,89,6
"ENSG00000108823",2,1,0,3,4,1,0,6,0,3
"ENSG00000108825",104,66,116,71,93,36,222,95,257,172
"ENSG00000108826",188,87,213,120,189,55,339,83,373,339
"ENSG00000108828",155,111,287,138,216,63,173,196,268,228
"ENSG00000108829",367,293,502,487,933,234,926,408,999,687
"ENSG00000108830",1,0,0,1,1,1,1,3,0,0
"ENSG00000108839",6,15,20,5,13,5,9,14,0,6
"ENSG00000108840",192,235,489,342,471,79,370,546,873,405
"ENSG00000108846",1,0,9,0,2,3,0,0,0,4
"ENSG00000108848",170,131,147,266,399,193,480,246,506,271
"ENSG00000108849",0,0,0,0,1,0,1,0,0,0
"ENSG00000108852",2,6,21,12,5,6,1,5,0,23
"ENSG00000108854",36,18,48,34,50,23,61,38,4,41
"ENSG00000108861",88,89,120,119,143,58,126,197,147,193
"ENSG00000108878",0,1,0,0,0,0,0,0,0,0
"ENSG00000108883",851,683,765,664,1263,369,1921,857,3224,1784
"ENSG00000108924",15,0,9,0,1,1,3,4,0,2
"ENSG00000108932",7,2,8,15,28,13,26,1,30,9
"ENSG00000108946",508,397,492,443,1022,531,1304,768,1523,799
"ENSG00000108953",309,240,497,347,807,718,969,308,1046,713
"ENSG00000108958",22,10,14,20,59,11,72,15,35,20
"ENSG00000108960",200,72,76,60,45,58,205,91,195,125
"ENSG00000108961",16,17,6,6,20,20,29,13,0,18
"ENSG00000108963",173,83,159,128,218,52,209,206,324,212
"ENSG00000108984",69,40,24,83,63,48,278,129,336,46
"ENSG00000109016",38,9,63,32,80,35,88,40,118,110
"ENSG00000109046",117,95,114,164,253,82,310,221,299,183
"ENSG00000109047",1,1,0,0,0,0,0,0,0,1
"ENSG00000109062",349,218,910,387,1235,126,351,568,779,566
"ENSG00000109063",3,3,0,4,0,0,2,1,62,0
"ENSG00000109065",185,135,119,141,86,39,206,168,266,198
"ENSG00000109066",130,56,105,64,252,24,181,125,544,116
"ENSG00000109072",0,1,0,1,0,0,0,0,0,0
"ENSG00000109079",150,89,128,108,203,51,233,202,430,195
"ENSG00000109083",21,16,48,21,11,8,51,37,0,34
"ENSG00000109084",132,132,120,158,443,174,648,351,467,304
"ENSG00000109089",0,1,0,1,0,0,1,1,0,0
"ENSG00000109099",0,0,0,0,0,0,0,2,0,0
"ENSG00000109101",0,0,0,0,0,0,0,1,0,0
"ENSG00000109103",780,451,561,261,536,101,544,522,701,1052
"ENSG00000109107",1661,1567,2364,1526,1551,924,2808,3491,2339,2629
"ENSG00000109111",962,699,711,949,1708,539,1811,1404,4157,739
"ENSG00000109113",4,118,89,57,56,18,86,125,51,30
"ENSG00000109118",370,239,173,332,426,126,367,603,1387,128
"ENSG00000109133",67,50,87,74,201,125,244,76,139,149
"ENSG00000109158",6,0,7,0,9,0,3,0,0,1
"ENSG00000109163",0,0,0,0,1,1,0,0,44,1
"ENSG00000109171",214,195,285,221,495,194,514,383,784,325
"ENSG00000109180",181,165,139,140,513,231,518,215,303,278
"ENSG00000109184",45,27,7,35,30,68,102,37,9,89
"ENSG00000109189",67,54,54,33,55,52,198,110,185,40
"ENSG00000109220",51,48,71,63,25,17,63,52,15,65
"ENSG00000109265",29,3,2,8,11,0,5,21,112,5
"ENSG00000109270",31,36,44,25,42,40,146,22,111,71
"ENSG00000109320",1218,654,921,817,1713,440,2217,1114,2609,1316
"ENSG00000109323",57,78,89,51,163,46,238,162,303,180
"ENSG00000109332",241,199,505,301,679,263,504,368,562,510
"ENSG00000109339",3,0,0,0,3,0,1,0,0,0
"ENSG00000109381",24,9,44,13,12,8,35,42,117,18
"ENSG00000109390",81,64,172,100,128,68,221,65,245,146
"ENSG00000109436",2,24,31,45,61,1,170,112,63,37
"ENSG00000109445",120,116,99,110,140,114,316,133,129,213
"ENSG00000109452",17,2,1,2,9,23,12,4,0,23
"ENSG00000109458",27,9,19,16,24,34,29,22,38,43
"ENSG00000109466",54,41,57,48,41,37,132,62,156,134
"ENSG00000109475",58,43,41,36,138,215,231,91,38,109
"ENSG00000109501",78,88,74,74,141,24,142,82,183,98
"ENSG00000109519",146,132,223,170,192,103,398,96,162,351
"ENSG00000109534",109,73,148,125,90,101,163,26,122,130
"ENSG00000109536",38,34,37,33,47,44,63,21,1,80
"ENSG00000109572",94,75,57,95,173,127,267,127,136,123
"ENSG00000109586",117,79,52,61,109,123,307,95,321,150
"ENSG00000109606",431,387,557,471,873,627,1866,574,1840,1225
"ENSG00000109610",0,0,0,0,0,0,0,0,0,1
"ENSG00000109618",19,22,8,13,30,17,77,26,38,32
"ENSG00000109625",0,0,0,0,0,0,0,2,0,0
"ENSG00000109654",1,3,0,4,11,3,6,8,167,17
"ENSG00000109667",5,2,3,4,0,5,5,7,0,7
"ENSG00000109670",248,287,242,331,274,252,1012,452,794,413
"ENSG00000109674",8,10,20,14,51,28,59,21,12,47
"ENSG00000109680",5,2,5,1,2,3,17,6,0,7
"ENSG00000109684",7,11,6,21,12,17,9,2,63,26
"ENSG00000109685",633,632,840,1155,1373,433,1451,1037,2023,866
"ENSG00000109686",0,0,2,0,1,1,1,5,45,2
"ENSG00000109689",56,49,49,87,242,61,157,161,127,44
"ENSG00000109705",0,1,0,0,0,0,0,0,0,1
"ENSG00000109736",431,355,518,376,315,86,414,877,464,739
"ENSG00000109743",1,0,0,1,0,1,2,0,0,0
"ENSG00000109756",145,133,159,276,293,262,291,416,612,105
"ENSG00000109758",0,1,0,0,0,0,0,0,0,0
"ENSG00000109762",160,176,79,227,307,151,618,332,427,308
"ENSG00000109771",3,7,0,3,7,9,17,6,37,1
"ENSG00000109775",54,55,47,45,139,76,228,128,153,117
"ENSG00000109787",194,54,10,49,117,1,392,218,176,11
"ENSG00000109790",37,12,34,15,32,30,52,44,25,25
"ENSG00000109794",3,7,65,2,10,8,2,4,31,12
"ENSG00000109805",73,102,93,165,262,139,467,117,193,222
"ENSG00000109814",130,114,197,179,257,173,643,233,514,302
"ENSG00000109819",0,0,0,0,1,1,0,0,0,1
"ENSG00000109854",87,123,162,85,201,90,242,121,345,283
"ENSG00000109861",731,455,705,542,2059,469,2246,716,1426,1562
"ENSG00000109881",32,60,101,56,115,67,178,29,52,133
"ENSG00000109906",0,0,4,0,0,0,0,0,0,0
"ENSG00000109911",34,25,65,47,89,32,104,26,65,94
"ENSG00000109917",148,112,87,120,246,69,233,110,284,266
"ENSG00000109919",194,253,230,152,543,149,693,194,461,495
"ENSG00000109920",203,145,96,209,258,115,307,346,283,153
"ENSG00000109927",1,2,3,2,1,1,2,2,0,0
"ENSG00000109929",51,56,71,58,168,117,321,166,128,152
"ENSG00000109943",0,0,2,0,0,0,2,3,22,0
"ENSG00000109944",0,0,4,2,18,0,4,0,0,2
"ENSG00000109956",0,0,0,0,0,0,0,0,0,2
"ENSG00000109971",535,472,295,310,4910,700,2235,1013,5171,2196
"ENSG00000109991",0,0,0,0,0,0,0,2,0,0
"ENSG00000110002",8,10,7,5,9,0,14,25,0,1
"ENSG00000110011",308,183,284,234,307,32,233,489,182,144
"ENSG00000110013",23,21,17,37,73,35,102,62,279,50
"ENSG00000110025",81,91,112,82,152,32,95,202,188,107
"ENSG00000110031",372,581,471,395,1247,450,1939,875,1895,1025
"ENSG00000110042",1292,500,450,378,327,143,472,419,1177,388
"ENSG00000110046",246,179,212,231,286,53,241,392,821,162
"ENSG00000110047",2736,1480,1737,2626,4584,874,1862,3737,4575,4103
"ENSG00000110048",502,399,521,465,705,348,1018,757,966,603
"ENSG00000110057",224,200,362,286,200,21,258,289,187,418
"ENSG00000110060",46,46,44,23,69,47,186,65,354,73
"ENSG00000110063",295,199,267,255,380,92,457,278,905,498
"ENSG00000110066",147,92,82,109,137,100,257,169,350,66
"ENSG00000110074",98,178,208,163,351,70,346,172,623,307
"ENSG00000110075",342,249,260,324,893,265,858,517,714,502
"ENSG00000110076",2,3,3,2,7,1,1,5,21,3
"ENSG00000110077",0,0,0,0,1,1,1,0,0,0
"ENSG00000110079",0,0,0,1,0,0,1,0,0,0
"ENSG00000110080",15,15,96,44,49,19,21,20,188,74
"ENSG00000110090",149,59,80,265,193,44,141,177,880,58
"ENSG00000110092",97,96,53,84,98,4,104,13,198,30
"ENSG00000110104",300,217,286,285,568,84,359,267,1137,413
"ENSG00000110107",778,617,846,744,1724,458,1638,766,2764,1361
"ENSG00000110108",250,344,712,645,1284,249,1169,585,1366,726
"ENSG00000110148",0,0,0,0,0,0,0,3,0,0
"ENSG00000110169",0,0,0,1,0,0,0,0,0,0
"ENSG00000110171",32,17,33,24,29,10,26,32,70,38
"ENSG00000110172",2,4,4,6,6,8,27,2,45,16
"ENSG00000110195",0,0,0,0,0,0,0,2,0,0
"ENSG00000110200",25,10,43,23,17,19,46,10,5,27
"ENSG00000110218",76,76,130,105,99,41,165,102,82,132
"ENSG00000110237",11,45,152,65,120,46,36,44,242,148
"ENSG00000110243",0,0,0,0,0,0,1,0,0,0
"ENSG00000110274",106,112,80,141,231,42,221,198,567,120
"ENSG00000110315",31,33,25,30,60,49,170,44,82,70
"ENSG00000110321",2695,2198,1789,2098,8731,2158,8204,3905,9760,3608
"ENSG00000110324",207,129,298,313,283,90,286,384,239,307
"ENSG00000110328",18,74,53,94,160,36,54,83,140,177
"ENSG00000110330",96,60,35,52,99,74,208,135,204,106
"ENSG00000110344",165,136,148,125,422,225,510,269,864,206
"ENSG00000110367",436,284,329,355,681,880,1389,686,872,435
"ENSG00000110375",22,17,15,5,1,1,16,25,0,2
"ENSG00000110395",322,220,213,358,759,385,867,412,818,290
"ENSG00000110400",136,95,193,117,140,73,160,463,1012,335
"ENSG00000110422",192,191,186,154,432,209,489,461,715,183
"ENSG00000110427",34,143,20,14,58,5,45,94,276,29
"ENSG00000110429",24,15,17,16,35,20,58,34,246,31
"ENSG00000110435",68,64,107,71,164,65,208,111,99,144
"ENSG00000110436",1,0,0,2,0,0,1,0,0,0
"ENSG00000110442",88,84,76,81,150,56,220,87,116,137
"ENSG00000110446",241,483,517,593,942,74,520,591,1006,452
"ENSG00000110448",1,0,0,0,4,0,0,1,0,0
"ENSG00000110455",9,7,17,26,13,3,35,8,34,21
"ENSG00000110492",11,7,12,10,6,5,5,8,0,14
"ENSG00000110497",414,247,329,316,483,111,608,446,840,434
"ENSG00000110514",186,181,187,204,363,125,303,295,504,236
"ENSG00000110536",184,178,344,182,280,74,354,183,174,388
"ENSG00000110583",86,64,103,77,133,39,177,110,215,149
"ENSG00000110619",305,165,211,307,230,109,344,221,404,366
"ENSG00000110628",33,36,51,33,18,7,29,44,31,50
"ENSG00000110651",1087,832,1344,1007,1042,311,1301,1418,1996,1592
"ENSG00000110660",186,146,194,211,434,187,369,199,924,425
"ENSG00000110665",9,1,6,11,1,2,4,0,61,0
"ENSG00000110675",0,0,0,0,2,0,0,3,0,0
"ENSG00000110693",0,0,0,0,1,1,0,0,0,1
"ENSG00000110696",177,130,196,129,136,188,325,121,316,236
"ENSG00000110697",365,394,415,331,655,59,322,694,1026,352
"ENSG00000110700",141,81,53,66,21,221,371,74,75,221
"ENSG00000110711",499,361,671,481,842,180,627,811,949,1189
"ENSG00000110713",446,373,308,410,1021,296,1234,735,1450,798
"ENSG00000110717",406,343,521,344,802,76,732,560,968,763
"ENSG00000110719",352,367,678,596,717,65,432,797,990,678
"ENSG00000110721",187,126,226,222,173,35,278,162,283,227
"ENSG00000110723",2,10,0,2,3,7,7,16,36,2
"ENSG00000110756",151,151,180,93,158,101,431,168,162,281
